Social Science,Public Policy,PUBPOL304,0.192813166,0.569694121,0.130687446,0.06925079,0.985757977
Social Science,Public Policy,PUBPOL318,0.233537754,0.756382351,0.203658328,0.884078872,0.224229357
Social Science,Social Science,SOSC101,0.389048196,0.33968877,0.909313948,0.196946045,0.620826002
Social Science,Social Science,SOSC102,0.603757109,0.945400893,0.195069581,0.994953395,0.377913536
Social Science,Social Science,SOSC314,0.26565947,0.41700089,0.559010231,0.142426969,0.518977617
Social Science,Sociology,SOCIOL110,0.275592325,0.683915065,0.818278646,0.148851995,0.262692885
Social Science,Sociology,SOCIOL111,0.516046336,0.181350285,0.579683927,0.367678846,0.204068211
Social Science,Sociology,SOCIOL306,0.960764504,0.980731641,0.377959087,0.419435929,0.186991914
Nature Scinece,Global Health,GLHLTH101,0.376315845,0.839858143,0.3542903,0.957077804,0.318354394
Nature Scinece,Global Health,GLHLTH201,0.486525532,0.353883121,0.959515643,0.74563896,0.043023991
Nature Scinece,Global Health,GLHLTH305,0.221696726,0.734921638,0.152937836,0.126537601,0.768780889
Nature Scinece,Information Science,INFOSCI102,0.616713564,0.273138162,0.674421097,0.184069086,0.30659241
Nature Scinece,Information Science,INFOSCI104,0.496523272,0.017399006,0.37222113,0.599785266,0.85228686
Nature Scinece,Information Science,INFOSCI206,0.715925905,0.083526336,0.698398402,0.538337063,0.206579867
Nature Science,Behavioral Science,BEHAVSCI101,0.182228418,0.710350866,0.058723785,0.192277852,0.921155691
Nature Science,Behavioral Science,BEHAVSCI102,0.014471306,0.86660736,0.522400013,0.309236973,0.804685888
Nature Science,Behavioral Science,BEHAVSCI202,0.956231196,0.048773729,0.08370942,0.263715584,0.038156441
Nature Science,Behavioral Science,BEHAVSCI205,0.435766662,0.144665297,0.420462686,0.816724605,0.282684125
Nature Science,Biology,BIOL110,0.202817829,0.26775639,0.217367472,0.916157053,0.39989963
Nature Science,Biology,BIOL201,0.414287859,0.554308663,0.852637262,0.641507027,0.925740946
Nature Science,Biology,BIOL202,0.493230815,0.936107503,0.552046901,0.784143748,0.082462974
Nature Science,Biology,BIOL208,0.22784469,0.026379009,0.033724553,0.907748998,0.548424691
Nature Science,Biology,BIOL212,0.478264306,0.371988398,0.777679749,0.891571702,0.922851087
Nature Science,Biology,BIOL304,0.005250385,0.282505646,0.572871193,0.293677152,0.731664441
Nature Science,Biology,BIOL305,0.730846438,0.94928619,0.854126789,0.978578374,0.867416335
Nature Science,Biology,BIOL308,0.188082678,0.008084544,0.224417789,0.088802448,0.567560875
Nature Science,Biology,BIOL313,0.630909654,0.046076336,0.155279901,0.676046676,0.093979185
Nature Science,Biology,BIOL314,0.293470677,0.410814683,0.545380973,0.837425877,0.512810695
Nature Science,Biology,BIOL316,0.884973612,0.929486226,0.752158716,0.688231085,0.57558266
Nature Science,Biology,BIOL320,0.099899689,0.216214282,0.327526919,0.674392198,0.350634436
Nature Science,Chemistry,CHEM110,0.168264557,0.859377761,0.348531292,0.300774728,0.009443693
Nature Science,Chemistry,CHEM150,0.974409547,0.766311753,0.953405353,0.028886493,0.769872967
Nature Science,Chemistry,CHEM201,0.622837031,0.542283003,0.040314512,0.273357821,0.794007808
Nature Science,Chemistry,CHEM401,0.918879822,0.05474241,0.819434852,0.931434176,0.395137492
Nature Science,Chemistry,CHEM403,0.905550172,0.047492396,0.410556365,0.018635222,0.680769542
Nature Science,Computer Science,COMPCSI101,0.694903737,0.238723392,0.435604366,0.161648076,0.601353846
Nature Science,Computer Science,COMPCSI201,0.13519537,0.551110045,0.017744141,0.293740543,0.861874696
Nature Science,Computer Science,COMPCSI203,0.962748572,0.081674221,0.030788747,0.304381792,0.5025144
Nature Science,Computer Science,COMPCSI205,0.932993623,0.036417753,0.427152967,0.279890696,0.072010015
Nature Science,Computer Science,COMPCSI301,0.416595016,0.958187488,0.032638609,0.551727803,0.131768953
Nature Science,Environment,ENVIR101,0.353416295,0.276926712,0.822329328,0.760139783,0.519195235
Nature Science,Environment,ENVIR102,0.690479512,0.524240238,0.726962102,0.598797262,0.913400856
Nature Science,Environment,ENVIR201,0.409974934,0.159888901,0.738844552,0.34625704,0.73598485
Nature Science,Environment,ENVIR202,0.823410343,0.355036841,0.776782919,0.74679534,0.034941855
Nature Science,Environment,ENVIR203,0.661105153,0.005161276,0.923965146,0.924629832,0.770086508
Nature Science,Environment,ENVIR304,0.524771645,0.566500712,0.661699734,0.356163946,0.2583911
Nature Science,Environment,ENVIR313,0.743419394,0.408835231,0.756244704,0.57805544,0.473162967
Nature Science,Material Science,MATSCI301,0.469664891,0.3482776,0.183156012,0.857665051,0.672708096
Nature Science,Material Science,MATSCI401,0.73473318,0.359095955,0.196406638,0.573390569,0.804675012
Nature Science,Mathematics,MATH101,0.287122606,0.62236301,0.389410796,0.487532006,0.466579897
Nature Science,Mathematics,MATH105,0.998458955,0.535755171,0.933925242,0.699567195,0.851692418
Nature Science,Mathematics,MATH201,0.026100235,0.93208015,0.783349147,0.551179498,0.674135953
Nature Science,Mathematics,MATH202,0.046823238,0.119542152,0.969406277,0.071338505,0.535535203
Nature Science,Mathematics,MATH205,0.275484793,0.2718773,0.984222434,0.405029899,0.776229362
Nature Science,Mathematics,MATH302,0.440063064,0.085560421,0.462627206,0.532903367,0.895988583
Nature Science,Mathematics,MATH303,0.642986746,0.964293942,0.140427538,0.218067847,0.766060787
Nature Science,Mathematics,MATH304,0.825549645,0.203331822,0.294092754,0.597000862,0.691459884
Nature Science,Mathematics,MATH305,0.864556629,0.870398783,0.982288695,0.28366279,0.389019619
Nature Science,Mathematics,MATH306,0.485263865,0.133115853,0.141680864,0.64834791,0.114443061
Nature Science,Mathematics,MATH307,0.936759839,0.225578055,0.930847816,0.955080182,0.438449185
Nature Science,Mathematics,MATH308,0.634655341,0.459857594,0.390853675,0.900035084,0.643616046
Nature Science,Mathematics,MATH404,0.958812149,0.707784857,0.033545456,0.5217607,0.840723801
Nature Science,Mathematics,MATH405,0.589121262,0.931096198,0.712029994,0.375067204,0.329660543
Nature Science,Mathematics,MATH406,0.917992793,0.592059977,0.738435151,0.451232195,0.17782602
Nature Science,Mathematics,MATH409,0.876277173,0.591961099,0.333288858,0.946466088,0.964671831
Nature Science,Mathematics,MATH450,0.341498321,0.473763276,0.760309517,0.888681034,0.021858526
Nature Science,Neuroscience,NEUROSCI102,0.212375376,0.084598265,0.670072472,0.493056749,0.548642404
Nature Science,Neuroscience,NEUROSCI212,0.469729301,0.3651405,0.989404856,0.49749944,0.395628515
Nature Science,Neuroscience,NEUROSCI301,0.990239847,0.024243038,0.047017466,0.342462436,0.305256838
Nature Science,Physics,PHYS121,0.487086155,0.483064955,0.760456894,0.602226869,0.304521885
Nature Science,Physics,PHYS122,0.193481099,0.770729692,0.359852644,0.163168162,0.027345787
Nature Science,Physics,PHYS201,0.771088136,0.505574009,0.672003903,0.985832796,0.928722392
Nature Science,Physics,PHYS303,0.711039991,0.244735301,0.133033636,0.845988758,0.358863326
Nature Science,Physics,PHYS304,0.909944401,0.298663942,0.786042556,0.167236114,0.271051736
Nature Science,Physics,PHYS401,0.616157801,0.883245461,0.925905974,0.168087349,0.768928679
Nature Science,Physics,PHYS402,0.878614992,0.083002856,0.754908029,0.723866039,0.188754798
Nature Science,Physics,PHYS404,0.274491159,0.694796241,0.28982231,0.884769766,0.180562372
Nature Science,Physics,PHYS406,0.786233572,0.477614947,0.672954209,0.886692101,0.052932481
Nature Science,Psychology,PSYCH102,0.708330408,0.198608901,0.453237318,0.331647688,0.262562766
Nature Science,Psychology,PSYCH104,0.865231129,0.37700163,0.604390668,0.053792201,0.705320226
Nature Science,Psychology,PSYCH105,0.607020852,0.948977882,0.003744937,0.405814561,0.580109045
Nature Science,Statistics,STATS101,0.548627842,0.447175008,0.76850677,0.964000377,0.695109115
Nature Science,Statistics,STATS102,0.825001297,0.900640741,0.956017934,0.533434741,0.617612416
Nature Science,Statistics,STATS210,0.474345473,0.379743311,0.938730352,0.915677636,0.65371647
Nature Science,Statistics,STATS302,0.580904496,0.138858401,0.881370135,0.096349309,0.89925642
Nature Science,Statistics,STATS303,0.562605156,0.765082374,0.807536964,0.378318836,0.485768266
Nature Science,Statistics,STATS304,0.610190027,0.031983644,0.0097427,0.921616296,0.920976745
Nature Science,Statistics,STATS305,0.264614534,0.038384258,0.19554009,0.730748928,0.286170488
Nature Science,Statistics,STATS401,0.668551971,0.424464916,0.264438542,0.149689597,0.097637886
Nature Science,Statistics,STATS402,0.296851254,0.720176481,0.017091923,0.814104483,0.940035599
Nature Science,Statistics,STATS403,0.385690456,0.755954503,0.667223814,0.819504047,0.609256497
Arts and Humanities ,Religious Studies,RELIG201,0.38911593,0.76988603,0.449283567,0.093527507,0.904167372
Arts and Humanities,Arts and Humanities,ARHU101,0.607759248,0.90024433,0.412025619,0.89716183,0.189882004
Arts and Humanities,Arts and Humanities,ARHU102,0.857674887,0.066651405,0.980302334,0.409707687,0.663052285
Arts and Humanities,Chinese,CHINESE101,0.920477914,0.078808704,0.499773306,0.799077734,0.639832878
Arts and Humanities,Chinese,CHINESE201,0.374487672,0.472219923,0.915431196,0.202482029,0.121725157
Arts and Humanities,Chinese,CHINESE231,0.842423431,0.301095083,0.056328452,0.985698536,0.089172045
Arts and Humanities,Chinese,CHINESE301,0.140491841,0.1641548,0.793635221,0.339434635,0.60584699
Arts and Humanities,Chinese,CHINESE401,0.300772578,0.403495781,0.513375173,0.828320972,0.653932821
Arts and Humanities,Chinese,CHINESE406,0.090064484,0.193207861,0.235439784,0.738001678,0.413651771
Arts and Humanities,Chinese,CHINESE411,0.141368036,0.57067248,0.731554383,0.771625516,0.51120112
Arts and Humanities,Chinese,CHINESE412,0.934174179,0.081121638,0.46474766,0.853286996,0.251350978
Arts and Humanities,Cultural Anthropology,CULANTH201,0.880579668,0.352685051,0.290930124,0.369912438,0.213421328
Arts and Humanities,Cultural Anthropology,CULANTH206,0.986548665,0.634105618,0.804409017,0.508631524,0.71202183
Arts and Humanities,Cultural Anthropology,CULANTH304,0.705778595,0.016072109,0.889166764,0.487280686,0.644113982
Arts and Humanities,Cultural Anthropology,CULANTH405,0.887729324,0.640882564,0.345597917,0.481038605,0.237121605
Arts and Humanities,Culturals and Movements,CULMOVE201,0.910657789,0.52097794,0.234229255,0.14236958,0.563500427
Arts and Humanities,Culturals and Movements,CULMOVE203,0.437152595,0.883462422,0.936869319,0.428703863,0.349152862
Arts and Humanities,Culturals and Movements,CULMOVE301,0.768024136,0.169596092,0.080564005,0.964228426,0.017115939
Arts and Humanities,Culturals and Movements,CULMOVE390,0.51253884,0.94821503,0.772521123,0.443723543,0.680022851
Arts and Humanities,Culturals and Movements,CULMOVE490,0.569735153,0.769276223,0.526956652,0.852106921,0.656742921
Arts and Humanities,Ethics and Leadership,ETHLDR101,0.324375312,0.185326372,0.143611601,0.333940647,0.986014197
Arts and Humanities,Ethics and Leadership,ETHLDR201,0.474512437,0.645411708,0.103054624,0.987663227,0.593605805
Arts and Humanities,Ethics and Leadership,ETHLDR202,0.797044791,0.044431895,0.737347692,0.709377678,0.427335123
Arts and Humanities,Ethics and Leadership,ETHLDR209,0.644226795,0.224242809,0.417973196,0.816899387,0.23921804
Arts and Humanities,Ethics and Leadership,ETHLDR490,0.978345154,0.967897313,0.186726465,0.078189912,0.459847758
Arts and Humanities,Ethics and Leadership,ETHLDR390,0.199968426,0.504582533,0.220170099,0.375924499,0.866732827
Arts and Humanities,History,HIST101,0.525085103,0.628875561,0.566646191,0.133299756,0.840539288
Arts and Humanities,History,HIST102,0.453468604,0.630795751,0.560600937,0.538126895,0.980045517
Arts and Humanities,History,HIST105,0.891421855,0.921584165,0.897659668,0.160326269,0.727353239
Arts and Humanities,History,HIST111,0.12527369,0.749842549,0.330348247,0.038848067,0.340789254
Arts and Humanities,History,HIST121,0.384473195,0.685535239,0.450533852,0.999458883,0.968856226
Arts and Humanities,History,HIST201,0.042909475,0.122797885,0.769567101,0.268789181,0.23992683
Arts and Humanities,History,HIST207,0.439715202,0.876831576,0.03676246,0.682304938,0.311901277
Arts and Humanities,History,HIST210,0.592785483,0.386485464,0.322979342,0.641699695,0.25950902
Arts and Humanities,History,HIST217,0.010172681,0.055573679,0.7680606,0.696387173,0.166674962
Arts and Humanities,History,HIST220,0.98806162,0.522539592,0.742269989,0.864557175,0.189004293
Arts and Humanities,History,HIST306,0.383663467,0.535232404,0.602793495,0.846217207,0.356468405
Arts and Humanities,History,HIST314,0.950337725,0.167648776,0.111287316,0.421942209,0.654959681
Arts and Humanities,Literature,LIT107,0.839610884,0.161240288,0.244677518,0.466776439,0.592464446
Arts and Humanities,Literature,LIT109,0.255387944,0.018873954,0.865375268,0.170577595,0.685334235
Arts and Humanities,Literature,LIT205,0.416707853,0.169217297,0.634826234,0.499895813,0.948938066
Arts and Humanities,Media and Arts,MEDIART105,0.060119047,0.33939112,0.98474706,0.51055461,0.166129281
Arts and Humanities,Media and Arts,MEDIART108,0.501473572,0.948068443,0.587754297,0.572872398,0.186283289
Arts and Humanities,Media and Arts,MEDIART109,0.511802367,0.085153433,0.807680067,0.075368639,0.615032601
Arts and Humanities,Media and Arts,MEDIART110,0.194515012,0.668570665,0.091301893,0.944617783,0.101467947
Arts and Humanities,Media and Arts,MEDIART112,0.835204956,0.138787544,0.00433473,0.435009196,0.140451012
Arts and Humanities,Media and Arts,MEDIART202,0.913291991,0.475524992,0.154234268,0.478455479,0.958303528
Arts and Humanities,Media and Arts,MEDIART208,0.432243407,0.989919459,0.886242615,0.20347274,0.585415443
Arts and Humanities,Media and Arts,MEDIART206,0.529357469,0.949451874,0.385293729,0.369311223,0.929381873
Arts and Humanities,Media and Arts,MEDIART210,0.94008144,0.333758493,0.958067778,0.715981304,0.324563813
Arts and Humanities,Media and Arts,MEDIART212,0.524622234,0.064555474,0.471751241,0.86756559,0.411699444
Arts and Humanities,Media and Arts,MEDIART217,0.525138436,0.405652667,0.93407289,0.21102764,0.220074991
Arts and Humanities,Media and Arts,MEDIART305,0.554953731,0.925616715,0.521829785,0.984186037,0.479428608
Arts and Humanities,Media and Arts,MEDIART313,0.446126493,0.942786875,0.21010258,0.575127672,0.609061624
Arts and Humanities,Media and Arts,MEDIART405,0.221676425,0.748667096,0.985112814,0.05579559,0.067387527
Arts and Humanities,Media and Arts,MEDIART490,0.811002661,0.309031433,0.324243617,0.237641562,0.933695503
Arts and Humanities,Music,MUSIC210,0.774597568,0.646701714,0.187986333,0.894945175,0.966086172
Arts and Humanities,Philosophy,PHIL101,0.569480425,0.081564309,0.7903291,0.620758995,0.989165674
Arts and Humanities,Philosophy,PHIL102,0.930902756,0.859945222,0.176104254,0.402881336,0.129955787
